userid,attractionid,attraction,attractiontype,rating
39244,369,Kuta Beach - Bali,Beaches,3
26743,369,Kuta Beach - Bali,Beaches,4
48155,369,Kuta Beach - Bali,Beaches,1
34464,369,Kuta Beach - Bali,Beaches,5
79588,369,Kuta Beach - Bali,Beaches,5
10564,369,Kuta Beach - Bali,Beaches,3
75579,369,Kuta Beach - Bali,Beaches,5
1341,369,Kuta Beach - Bali,Beaches,1
3993,369,Kuta Beach - Bali,Beaches,2
60070,369,Kuta Beach - Bali,Beaches,4
69263,369,Kuta Beach - Bali,Beaches,3
33388,369,Kuta Beach - Bali,Beaches,2
10627,369,Kuta Beach - Bali,Beaches,1
83032,369,Kuta Beach - Bali,Beaches,4
11243,369,Kuta Beach - Bali,Beaches,1
69476,369,Kuta Beach - Bali,Beaches,5
74951,369,Kuta Beach - Bali,Beaches,1
16279,369,Kuta Beach - Bali,Beaches,4
657,369,Kuta Beach - Bali,Beaches,3
19722,369,Kuta Beach - Bali,Beaches,3
23909,369,Kuta Beach - Bali,Beaches,2
57085,369,Kuta Beach - Bali,Beaches,3
60082,369,Kuta Beach - Bali,Beaches,3
21193,369,Kuta Beach - Bali,Beaches,2
68405,369,Kuta Beach - Bali,Beaches,2
24541,369,Kuta Beach - Bali,Beaches,2
61009,369,Kuta Beach - Bali,Beaches,3
55536,369,Kuta Beach - Bali,Beaches,3
13915,369,Kuta Beach - Bali,Beaches,5
21930,369,Kuta Beach - Bali,Beaches,2
25334,369,Kuta Beach - Bali,Beaches,3
302,369,Kuta Beach - Bali,Beaches,3
17325,369,Kuta Beach - Bali,Beaches,3
71018,369,Kuta Beach - Bali,Beaches,4
41652,369,Kuta Beach - Bali,Beaches,1
14615,369,Kuta Beach - Bali,Beaches,1
81712,369,Kuta Beach - Bali,Beaches,1
67249,369,Kuta Beach - Bali,Beaches,2
10195,369,Kuta Beach - Bali,Beaches,1
73098,369,Kuta Beach - Bali,Beaches,4
38472,369,Kuta Beach - Bali,Beaches,1
30549,369,Kuta Beach - Bali,Beaches,3
58048,369,Kuta Beach - Bali,Beaches,1
87556,369,Kuta Beach - Bali,Beaches,3
5712,369,Kuta Beach - Bali,Beaches,3
28199,369,Kuta Beach - Bali,Beaches,3
45612,369,Kuta Beach - Bali,Beaches,1
9505,369,Kuta Beach - Bali,Beaches,4
736,369,Kuta Beach - Bali,Beaches,5
57698,369,Kuta Beach - Bali,Beaches,3
28475,369,Kuta Beach - Bali,Beaches,1
25913,369,Kuta Beach - Bali,Beaches,3
15747,369,Kuta Beach - Bali,Beaches,4
64166,369,Kuta Beach - Bali,Beaches,5
63416,369,Kuta Beach - Bali,Beaches,5
74648,369,Kuta Beach - Bali,Beaches,5
76982,369,Kuta Beach - Bali,Beaches,1
62932,369,Kuta Beach - Bali,Beaches,3
68257,369,Kuta Beach - Bali,Beaches,2
79951,369,Kuta Beach - Bali,Beaches,2
62188,369,Kuta Beach - Bali,Beaches,5
8963,369,Kuta Beach - Bali,Beaches,3
60542,369,Kuta Beach - Bali,Beaches,3
8601,369,Kuta Beach - Bali,Beaches,2
47891,369,Kuta Beach - Bali,Beaches,2
87177,369,Kuta Beach - Bali,Beaches,5
82737,369,Kuta Beach - Bali,Beaches,5
34942,369,Kuta Beach - Bali,Beaches,5
42115,369,Kuta Beach - Bali,Beaches,3
43865,369,Kuta Beach - Bali,Beaches,4
7246,369,Kuta Beach - Bali,Beaches,5
28547,369,Kuta Beach - Bali,Beaches,5
55025,369,Kuta Beach - Bali,Beaches,5
51303,369,Kuta Beach - Bali,Beaches,1
35715,369,Kuta Beach - Bali,Beaches,4
50377,369,Kuta Beach - Bali,Beaches,4
10396,369,Kuta Beach - Bali,Beaches,5
42552,369,Kuta Beach - Bali,Beaches,5
51352,369,Kuta Beach - Bali,Beaches,5
58040,369,Kuta Beach - Bali,Beaches,2
19844,369,Kuta Beach - Bali,Beaches,4
13754,369,Kuta Beach - Bali,Beaches,4
12476,369,Kuta Beach - Bali,Beaches,3
5566,369,Kuta Beach - Bali,Beaches,1
45408,369,Kuta Beach - Bali,Beaches,4
88170,369,Kuta Beach - Bali,Beaches,4
60903,369,Kuta Beach - Bali,Beaches,4
2438,369,Kuta Beach - Bali,Beaches,3
77717,369,Kuta Beach - Bali,Beaches,5
8960,369,Kuta Beach - Bali,Beaches,5
69861,369,Kuta Beach - Bali,Beaches,2
14466,369,Kuta Beach - Bali,Beaches,5
44015,369,Kuta Beach - Bali,Beaches,5
3963,369,Kuta Beach - Bali,Beaches,5
74002,369,Kuta Beach - Bali,Beaches,4
39697,369,Kuta Beach - Bali,Beaches,4
22215,369,Kuta Beach - Bali,Beaches,3
81822,369,Kuta Beach - Bali,Beaches,5
72666,369,Kuta Beach - Bali,Beaches,3
45671,369,Kuta Beach - Bali,Beaches,5
11623,369,Kuta Beach - Bali,Beaches,2
84711,369,Kuta Beach - Bali,Beaches,1
63603,369,Kuta Beach - Bali,Beaches,3
6703,369,Kuta Beach - Bali,Beaches,3
8063,369,Kuta Beach - Bali,Beaches,4
87200,369,Kuta Beach - Bali,Beaches,5
54352,369,Kuta Beach - Bali,Beaches,5
60747,369,Kuta Beach - Bali,Beaches,4
83747,369,Kuta Beach - Bali,Beaches,5
45878,369,Kuta Beach - Bali,Beaches,3
61662,369,Kuta Beach - Bali,Beaches,1
17852,369,Kuta Beach - Bali,Beaches,4
53724,369,Kuta Beach - Bali,Beaches,4
26925,369,Kuta Beach - Bali,Beaches,3
47710,369,Kuta Beach - Bali,Beaches,3
73657,369,Kuta Beach - Bali,Beaches,4
75077,369,Kuta Beach - Bali,Beaches,4
35595,369,Kuta Beach - Bali,Beaches,5
19902,369,Kuta Beach - Bali,Beaches,3
5553,369,Kuta Beach - Bali,Beaches,3
22195,369,Kuta Beach - Bali,Beaches,4
49056,369,Kuta Beach - Bali,Beaches,3
16886,369,Kuta Beach - Bali,Beaches,1
14353,369,Kuta Beach - Bali,Beaches,2
88001,369,Kuta Beach - Bali,Beaches,4
12139,369,Kuta Beach - Bali,Beaches,2
43499,369,Kuta Beach - Bali,Beaches,3
28726,369,Kuta Beach - Bali,Beaches,3
37045,369,Kuta Beach - Bali,Beaches,3
76965,369,Kuta Beach - Bali,Beaches,3
69296,369,Kuta Beach - Bali,Beaches,5
5306,369,Kuta Beach - Bali,Beaches,2
62026,369,Kuta Beach - Bali,Beaches,1
61212,369,Kuta Beach - Bali,Beaches,1
32717,369,Kuta Beach - Bali,Beaches,1
71629,369,Kuta Beach - Bali,Beaches,4
44015,369,Kuta Beach - Bali,Beaches,5
9701,369,Kuta Beach - Bali,Beaches,5
10752,369,Kuta Beach - Bali,Beaches,4
58177,369,Kuta Beach - Bali,Beaches,4
62442,369,Kuta Beach - Bali,Beaches,5
26956,369,Kuta Beach - Bali,Beaches,2
63694,369,Kuta Beach - Bali,Beaches,3
58637,369,Kuta Beach - Bali,Beaches,4
86722,369,Kuta Beach - Bali,Beaches,1
13844,369,Kuta Beach - Bali,Beaches,3
87044,369,Kuta Beach - Bali,Beaches,5
28395,369,Kuta Beach - Bali,Beaches,4
78071,369,Kuta Beach - Bali,Beaches,3
11591,369,Kuta Beach - Bali,Beaches,3
81280,369,Kuta Beach - Bali,Beaches,1
44060,369,Kuta Beach - Bali,Beaches,1
37824,369,Kuta Beach - Bali,Beaches,3
77914,369,Kuta Beach - Bali,Beaches,4
85776,369,Kuta Beach - Bali,Beaches,5
67886,369,Kuta Beach - Bali,Beaches,5
27905,369,Kuta Beach - Bali,Beaches,2
57185,369,Kuta Beach - Bali,Beaches,2
80237,369,Kuta Beach - Bali,Beaches,4
29490,369,Kuta Beach - Bali,Beaches,3
47936,369,Kuta Beach - Bali,Beaches,1
45753,369,Kuta Beach - Bali,Beaches,5
79988,369,Kuta Beach - Bali,Beaches,1
66533,369,Kuta Beach - Bali,Beaches,2
6804,369,Kuta Beach - Bali,Beaches,5
51722,369,Kuta Beach - Bali,Beaches,5
13855,369,Kuta Beach - Bali,Beaches,1
63356,369,Kuta Beach - Bali,Beaches,2
20608,369,Kuta Beach - Bali,Beaches,1
42092,369,Kuta Beach - Bali,Beaches,5
64369,369,Kuta Beach - Bali,Beaches,4
82153,369,Kuta Beach - Bali,Beaches,1
20568,369,Kuta Beach - Bali,Beaches,1
18108,369,Kuta Beach - Bali,Beaches,1
23427,369,Kuta Beach - Bali,Beaches,4
51887,369,Kuta Beach - Bali,Beaches,5
6396,369,Kuta Beach - Bali,Beaches,5
12264,369,Kuta Beach - Bali,Beaches,5
1711,369,Kuta Beach - Bali,Beaches,3
75896,369,Kuta Beach - Bali,Beaches,5
3566,369,Kuta Beach - Bali,Beaches,4
60822,369,Kuta Beach - Bali,Beaches,2
55221,369,Kuta Beach - Bali,Beaches,2
36382,369,Kuta Beach - Bali,Beaches,2
39937,369,Kuta Beach - Bali,Beaches,4
57211,369,Kuta Beach - Bali,Beaches,2
12742,369,Kuta Beach - Bali,Beaches,4
76049,369,Kuta Beach - Bali,Beaches,4
49028,369,Kuta Beach - Bali,Beaches,3
54801,369,Kuta Beach - Bali,Beaches,5
41984,369,Kuta Beach - Bali,Beaches,4
9714,369,Kuta Beach - Bali,Beaches,5
24665,369,Kuta Beach - Bali,Beaches,1
81885,369,Kuta Beach - Bali,Beaches,4
70433,369,Kuta Beach - Bali,Beaches,4
51209,369,Kuta Beach - Bali,Beaches,2
15122,369,Kuta Beach - Bali,Beaches,4
20018,369,Kuta Beach - Bali,Beaches,3
51190,369,Kuta Beach - Bali,Beaches,3
59638,369,Kuta Beach - Bali,Beaches,2
10070,369,Kuta Beach - Bali,Beaches,5
49858,369,Kuta Beach - Bali,Beaches,4
23215,369,Kuta Beach - Bali,Beaches,3
66142,369,Kuta Beach - Bali,Beaches,1
56437,369,Kuta Beach - Bali,Beaches,1
17033,369,Kuta Beach - Bali,Beaches,5
84909,369,Kuta Beach - Bali,Beaches,1
86765,369,Kuta Beach - Bali,Beaches,5
59696,369,Kuta Beach - Bali,Beaches,4
57918,369,Kuta Beach - Bali,Beaches,1
625,369,Kuta Beach - Bali,Beaches,1
20355,369,Kuta Beach - Bali,Beaches,1
23546,369,Kuta Beach - Bali,Beaches,3
941,369,Kuta Beach - Bali,Beaches,4
71233,369,Kuta Beach - Bali,Beaches,3
45026,369,Kuta Beach - Bali,Beaches,4
14312,369,Kuta Beach - Bali,Beaches,5
68465,369,Kuta Beach - Bali,Beaches,3
22289,369,Kuta Beach - Bali,Beaches,4
13334,369,Kuta Beach - Bali,Beaches,4
10321,369,Kuta Beach - Bali,Beaches,1
32900,369,Kuta Beach - Bali,Beaches,1
56393,369,Kuta Beach - Bali,Beaches,1
79780,369,Kuta Beach - Bali,Beaches,5
8540,369,Kuta Beach - Bali,Beaches,5
10267,369,Kuta Beach - Bali,Beaches,4
1896,369,Kuta Beach - Bali,Beaches,5
34687,369,Kuta Beach - Bali,Beaches,2
56516,369,Kuta Beach - Bali,Beaches,2
32926,369,Kuta Beach - Bali,Beaches,2
49354,369,Kuta Beach - Bali,Beaches,3
72454,369,Kuta Beach - Bali,Beaches,3
50219,369,Kuta Beach - Bali,Beaches,3
80550,369,Kuta Beach - Bali,Beaches,5
57918,369,Kuta Beach - Bali,Beaches,1
81829,369,Kuta Beach - Bali,Beaches,4
16624,369,Kuta Beach - Bali,Beaches,4
75699,369,Kuta Beach - Bali,Beaches,2
29432,369,Kuta Beach - Bali,Beaches,1
44590,369,Kuta Beach - Bali,Beaches,1
34496,369,Kuta Beach - Bali,Beaches,1
73611,369,Kuta Beach - Bali,Beaches,5
3664,369,Kuta Beach - Bali,Beaches,4
50726,369,Kuta Beach - Bali,Beaches,3
47647,369,Kuta Beach - Bali,Beaches,1
58740,369,Kuta Beach - Bali,Beaches,1
44132,369,Kuta Beach - Bali,Beaches,1
62503,369,Kuta Beach - Bali,Beaches,1
67307,369,Kuta Beach - Bali,Beaches,4
83541,369,Kuta Beach - Bali,Beaches,4
17853,369,Kuta Beach - Bali,Beaches,3
41139,369,Kuta Beach - Bali,Beaches,4
46583,369,Kuta Beach - Bali,Beaches,3
53690,369,Kuta Beach - Bali,Beaches,1
81596,369,Kuta Beach - Bali,Beaches,4
41032,369,Kuta Beach - Bali,Beaches,2
60654,369,Kuta Beach - Bali,Beaches,2
50268,369,Kuta Beach - Bali,Beaches,1
27963,369,Kuta Beach - Bali,Beaches,4
72409,369,Kuta Beach - Bali,Beaches,5
5639,369,Kuta Beach - Bali,Beaches,3
22956,369,Kuta Beach - Bali,Beaches,1
12539,369,Kuta Beach - Bali,Beaches,1
70065,369,Kuta Beach - Bali,Beaches,1
85899,369,Kuta Beach - Bali,Beaches,2
46497,369,Kuta Beach - Bali,Beaches,1
36269,369,Kuta Beach - Bali,Beaches,5
65199,369,Kuta Beach - Bali,Beaches,2
69435,369,Kuta Beach - Bali,Beaches,1
47656,369,Kuta Beach - Bali,Beaches,1
59782,369,Kuta Beach - Bali,Beaches,1
36297,369,Kuta Beach - Bali,Beaches,5
1561,369,Kuta Beach - Bali,Beaches,5
31555,369,Kuta Beach - Bali,Beaches,3
41579,369,Kuta Beach - Bali,Beaches,5
98,369,Kuta Beach - Bali,Beaches,3
76511,369,Kuta Beach - Bali,Beaches,3
66859,369,Kuta Beach - Bali,Beaches,3
62793,369,Kuta Beach - Bali,Beaches,5
24592,369,Kuta Beach - Bali,Beaches,2
3632,369,Kuta Beach - Bali,Beaches,5
73378,369,Kuta Beach - Bali,Beaches,4
70278,369,Kuta Beach - Bali,Beaches,5
56279,369,Kuta Beach - Bali,Beaches,1
34365,369,Kuta Beach - Bali,Beaches,5
39772,369,Kuta Beach - Bali,Beaches,4
34577,369,Kuta Beach - Bali,Beaches,3
82339,369,Kuta Beach - Bali,Beaches,4
15984,369,Kuta Beach - Bali,Beaches,4
36230,369,Kuta Beach - Bali,Beaches,4
51242,369,Kuta Beach - Bali,Beaches,4
47067,369,Kuta Beach - Bali,Beaches,4
11962,369,Kuta Beach - Bali,Beaches,2
69268,369,Kuta Beach - Bali,Beaches,4
14999,369,Kuta Beach - Bali,Beaches,3
1152,369,Kuta Beach - Bali,Beaches,3
56251,369,Kuta Beach - Bali,Beaches,4
87039,369,Kuta Beach - Bali,Beaches,4
17029,369,Kuta Beach - Bali,Beaches,3
84511,369,Kuta Beach - Bali,Beaches,5
76105,369,Kuta Beach - Bali,Beaches,5
10107,369,Kuta Beach - Bali,Beaches,4
47061,369,Kuta Beach - Bali,Beaches,3
83437,369,Kuta Beach - Bali,Beaches,5
40215,369,Kuta Beach - Bali,Beaches,5
12112,369,Kuta Beach - Bali,Beaches,3
11458,369,Kuta Beach - Bali,Beaches,5
33251,369,Kuta Beach - Bali,Beaches,2
66295,369,Kuta Beach - Bali,Beaches,3
9669,369,Kuta Beach - Bali,Beaches,3
26774,369,Kuta Beach - Bali,Beaches,5
52595,369,Kuta Beach - Bali,Beaches,4
60695,369,Kuta Beach - Bali,Beaches,4
9228,369,Kuta Beach - Bali,Beaches,3
24742,369,Kuta Beach - Bali,Beaches,4
4981,369,Kuta Beach - Bali,Beaches,4
24815,369,Kuta Beach - Bali,Beaches,1
71152,369,Kuta Beach - Bali,Beaches,4
52381,369,Kuta Beach - Bali,Beaches,3
47985,369,Kuta Beach - Bali,Beaches,1
61495,369,Kuta Beach - Bali,Beaches,1
69982,369,Kuta Beach - Bali,Beaches,2
76725,369,Kuta Beach - Bali,Beaches,4
84049,369,Kuta Beach - Bali,Beaches,3
43173,369,Kuta Beach - Bali,Beaches,5
39436,369,Kuta Beach - Bali,Beaches,1
70802,369,Kuta Beach - Bali,Beaches,4
30793,369,Kuta Beach - Bali,Beaches,3
18825,369,Kuta Beach - Bali,Beaches,4
30088,369,Kuta Beach - Bali,Beaches,5
87257,369,Kuta Beach - Bali,Beaches,1
68872,369,Kuta Beach - Bali,Beaches,1
8755,369,Kuta Beach - Bali,Beaches,5
73901,369,Kuta Beach - Bali,Beaches,3
23153,369,Kuta Beach - Bali,Beaches,1
80036,369,Kuta Beach - Bali,Beaches,1
81120,369,Kuta Beach - Bali,Beaches,5
71161,369,Kuta Beach - Bali,Beaches,4
33576,369,Kuta Beach - Bali,Beaches,1
54075,369,Kuta Beach - Bali,Beaches,4
10460,369,Kuta Beach - Bali,Beaches,1
26226,369,Kuta Beach - Bali,Beaches,5
58322,369,Kuta Beach - Bali,Beaches,5
29238,369,Kuta Beach - Bali,Beaches,2
43765,369,Kuta Beach - Bali,Beaches,2
58547,369,Kuta Beach - Bali,Beaches,1
87359,369,Kuta Beach - Bali,Beaches,3
84086,369,Kuta Beach - Bali,Beaches,4
83335,369,Kuta Beach - Bali,Beaches,1
29423,369,Kuta Beach - Bali,Beaches,1
11754,369,Kuta Beach - Bali,Beaches,3
10247,369,Kuta Beach - Bali,Beaches,1
67481,369,Kuta Beach - Bali,Beaches,3
77612,369,Kuta Beach - Bali,Beaches,2
86559,369,Kuta Beach - Bali,Beaches,1
21538,369,Kuta Beach - Bali,Beaches,5
81349,369,Kuta Beach - Bali,Beaches,3
5498,369,Kuta Beach - Bali,Beaches,1
15848,369,Kuta Beach - Bali,Beaches,1
88065,369,Kuta Beach - Bali,Beaches,4
73760,369,Kuta Beach - Bali,Beaches,1
25485,369,Kuta Beach - Bali,Beaches,4
48788,369,Kuta Beach - Bali,Beaches,5
67948,369,Kuta Beach - Bali,Beaches,5
57140,369,Kuta Beach - Bali,Beaches,4
45237,369,Kuta Beach - Bali,Beaches,2
14493,369,Kuta Beach - Bali,Beaches,2
14798,369,Kuta Beach - Bali,Beaches,3
41258,369,Kuta Beach - Bali,Beaches,1
82001,369,Kuta Beach - Bali,Beaches,1
21422,369,Kuta Beach - Bali,Beaches,3
66484,369,Kuta Beach - Bali,Beaches,2
70768,369,Kuta Beach - Bali,Beaches,2
10601,369,Kuta Beach - Bali,Beaches,2
74410,369,Kuta Beach - Bali,Beaches,5
63947,369,Kuta Beach - Bali,Beaches,2
25278,369,Kuta Beach - Bali,Beaches,2
46080,369,Kuta Beach - Bali,Beaches,1
35245,369,Kuta Beach - Bali,Beaches,1
78881,369,Kuta Beach - Bali,Beaches,1
6479,369,Kuta Beach - Bali,Beaches,3
53437,369,Kuta Beach - Bali,Beaches,5
620,369,Kuta Beach - Bali,Beaches,2
67186,369,Kuta Beach - Bali,Beaches,2
14559,369,Kuta Beach - Bali,Beaches,1
40937,369,Kuta Beach - Bali,Beaches,1
80678,369,Kuta Beach - Bali,Beaches,1
81100,369,Kuta Beach - Bali,Beaches,2
12656,369,Kuta Beach - Bali,Beaches,4
3820,369,Kuta Beach - Bali,Beaches,2
22380,369,Kuta Beach - Bali,Beaches,1
82758,369,Kuta Beach - Bali,Beaches,1
28418,369,Kuta Beach - Bali,Beaches,1
65617,369,Kuta Beach - Bali,Beaches,1
14328,369,Kuta Beach - Bali,Beaches,4
66684,369,Kuta Beach - Bali,Beaches,5
56866,369,Kuta Beach - Bali,Beaches,1
69218,369,Kuta Beach - Bali,Beaches,3
49157,369,Kuta Beach - Bali,Beaches,1
21275,369,Kuta Beach - Bali,Beaches,4
3326,369,Kuta Beach - Bali,Beaches,1
4569,369,Kuta Beach - Bali,Beaches,2
40718,369,Kuta Beach - Bali,Beaches,3
84214,369,Kuta Beach - Bali,Beaches,1
67400,369,Kuta Beach - Bali,Beaches,3
86880,369,Kuta Beach - Bali,Beaches,1
14524,369,Kuta Beach - Bali,Beaches,5
50386,369,Kuta Beach - Bali,Beaches,1
82431,369,Kuta Beach - Bali,Beaches,1
18014,369,Kuta Beach - Bali,Beaches,1
65483,369,Kuta Beach - Bali,Beaches,4
1568,369,Kuta Beach - Bali,Beaches,5
53633,369,Kuta Beach - Bali,Beaches,4
31477,369,Kuta Beach - Bali,Beaches,1
60573,369,Kuta Beach - Bali,Beaches,3
15433,369,Kuta Beach - Bali,Beaches,1
1709,369,Kuta Beach - Bali,Beaches,1
38838,369,Kuta Beach - Bali,Beaches,4
51323,369,Kuta Beach - Bali,Beaches,2
48349,369,Kuta Beach - Bali,Beaches,5
79538,369,Kuta Beach - Bali,Beaches,2
84080,369,Kuta Beach - Bali,Beaches,1
86665,369,Kuta Beach - Bali,Beaches,1
82132,369,Kuta Beach - Bali,Beaches,5
55482,369,Kuta Beach - Bali,Beaches,4
71400,369,Kuta Beach - Bali,Beaches,3
68190,369,Kuta Beach - Bali,Beaches,4
15384,369,Kuta Beach - Bali,Beaches,1
54514,369,Kuta Beach - Bali,Beaches,2
32712,369,Kuta Beach - Bali,Beaches,4
51035,369,Kuta Beach - Bali,Beaches,5
29264,369,Kuta Beach - Bali,Beaches,4
17093,369,Kuta Beach - Bali,Beaches,3
83264,369,Kuta Beach - Bali,Beaches,4
78669,369,Kuta Beach - Bali,Beaches,4
34482,369,Kuta Beach - Bali,Beaches,5
13862,369,Kuta Beach - Bali,Beaches,4
64745,369,Kuta Beach - Bali,Beaches,3
84174,369,Kuta Beach - Bali,Beaches,3
10727,369,Kuta Beach - Bali,Beaches,5
3430,369,Kuta Beach - Bali,Beaches,4
60687,369,Kuta Beach - Bali,Beaches,3
71753,369,Kuta Beach - Bali,Beaches,3
60343,369,Kuta Beach - Bali,Beaches,5
82034,369,Kuta Beach - Bali,Beaches,1
86765,369,Kuta Beach - Bali,Beaches,4
68678,369,Kuta Beach - Bali,Beaches,5
83994,369,Kuta Beach - Bali,Beaches,3
2970,369,Kuta Beach - Bali,Beaches,5
54524,369,Kuta Beach - Bali,Beaches,3
3319,369,Kuta Beach - Bali,Beaches,5
47108,369,Kuta Beach - Bali,Beaches,1
15948,369,Kuta Beach - Bali,Beaches,4
85493,369,Kuta Beach - Bali,Beaches,4
21514,369,Kuta Beach - Bali,Beaches,4
46376,369,Kuta Beach - Bali,Beaches,4
27130,369,Kuta Beach - Bali,Beaches,5
8977,369,Kuta Beach - Bali,Beaches,5
6446,369,Kuta Beach - Bali,Beaches,5
3259,369,Kuta Beach - Bali,Beaches,2
21764,369,Kuta Beach - Bali,Beaches,4
5847,369,Kuta Beach - Bali,Beaches,3
81207,369,Kuta Beach - Bali,Beaches,5
62637,369,Kuta Beach - Bali,Beaches,4
37308,369,Kuta Beach - Bali,Beaches,5
56645,369,Kuta Beach - Bali,Beaches,2
10219,369,Kuta Beach - Bali,Beaches,5
44322,369,Kuta Beach - Bali,Beaches,2
25967,369,Kuta Beach - Bali,Beaches,4
19081,369,Kuta Beach - Bali,Beaches,3
21591,369,Kuta Beach - Bali,Beaches,4
60435,369,Kuta Beach - Bali,Beaches,4
32699,369,Kuta Beach - Bali,Beaches,3
31707,369,Kuta Beach - Bali,Beaches,4
22960,369,Kuta Beach - Bali,Beaches,3
41880,369,Kuta Beach - Bali,Beaches,3
41529,369,Kuta Beach - Bali,Beaches,2
2705,369,Kuta Beach - Bali,Beaches,5
52041,369,Kuta Beach - Bali,Beaches,3
37726,369,Kuta Beach - Bali,Beaches,5
40797,369,Kuta Beach - Bali,Beaches,5
81583,369,Kuta Beach - Bali,Beaches,4
73877,369,Kuta Beach - Bali,Beaches,3
47993,369,Kuta Beach - Bali,Beaches,3
44952,369,Kuta Beach - Bali,Beaches,5
87661,369,Kuta Beach - Bali,Beaches,3
15433,369,Kuta Beach - Bali,Beaches,5
970,369,Kuta Beach - Bali,Beaches,3
60799,369,Kuta Beach - Bali,Beaches,4
31620,369,Kuta Beach - Bali,Beaches,3
12723,369,Kuta Beach - Bali,Beaches,5
1941,369,Kuta Beach - Bali,Beaches,4
33525,369,Kuta Beach - Bali,Beaches,3
87177,369,Kuta Beach - Bali,Beaches,3
31866,369,Kuta Beach - Bali,Beaches,5
24699,369,Kuta Beach - Bali,Beaches,4
70713,369,Kuta Beach - Bali,Beaches,2
9288,369,Kuta Beach - Bali,Beaches,5
5052,369,Kuta Beach - Bali,Beaches,2
61380,369,Kuta Beach - Bali,Beaches,5
70698,369,Kuta Beach - Bali,Beaches,5
51437,369,Kuta Beach - Bali,Beaches,2
72651,369,Kuta Beach - Bali,Beaches,5
13734,369,Kuta Beach - Bali,Beaches,5
7191,369,Kuta Beach - Bali,Beaches,5
73326,369,Kuta Beach - Bali,Beaches,4
73725,369,Kuta Beach - Bali,Beaches,5
18999,369,Kuta Beach - Bali,Beaches,2
60406,369,Kuta Beach - Bali,Beaches,4
73002,369,Kuta Beach - Bali,Beaches,3
67227,369,Kuta Beach - Bali,Beaches,2
17033,369,Kuta Beach - Bali,Beaches,5
66382,369,Kuta Beach - Bali,Beaches,4
54831,369,Kuta Beach - Bali,Beaches,5
22723,369,Kuta Beach - Bali,Beaches,4
75708,369,Kuta Beach - Bali,Beaches,5
35502,369,Kuta Beach - Bali,Beaches,4
86765,369,Kuta Beach - Bali,Beaches,5
21098,369,Kuta Beach - Bali,Beaches,3
50313,369,Kuta Beach - Bali,Beaches,4
19689,369,Kuta Beach - Bali,Beaches,4
3174,369,Kuta Beach - Bali,Beaches,4
8549,369,Kuta Beach - Bali,Beaches,5
20080,369,Kuta Beach - Bali,Beaches,3
79027,369,Kuta Beach - Bali,Beaches,3
16170,369,Kuta Beach - Bali,Beaches,3
77340,369,Kuta Beach - Bali,Beaches,4
1088,369,Kuta Beach - Bali,Beaches,4
85055,369,Kuta Beach - Bali,Beaches,2
21850,369,Kuta Beach - Bali,Beaches,3
32195,369,Kuta Beach - Bali,Beaches,5
49559,369,Kuta Beach - Bali,Beaches,5
25708,369,Kuta Beach - Bali,Beaches,5
11366,369,Kuta Beach - Bali,Beaches,4
9682,369,Kuta Beach - Bali,Beaches,5
7462,369,Kuta Beach - Bali,Beaches,5
82820,369,Kuta Beach - Bali,Beaches,4
40423,369,Kuta Beach - Bali,Beaches,5
1221,369,Kuta Beach - Bali,Beaches,4
14152,369,Kuta Beach - Bali,Beaches,5
54075,369,Kuta Beach - Bali,Beaches,5
78202,369,Kuta Beach - Bali,Beaches,4
27129,369,Kuta Beach - Bali,Beaches,5
4003,369,Kuta Beach - Bali,Beaches,5
60649,369,Kuta Beach - Bali,Beaches,4
85771,369,Kuta Beach - Bali,Beaches,5
79199,369,Kuta Beach - Bali,Beaches,5
77600,369,Kuta Beach - Bali,Beaches,3
58264,369,Kuta Beach - Bali,Beaches,5
68014,369,Kuta Beach - Bali,Beaches,5
74826,369,Kuta Beach - Bali,Beaches,4
36328,369,Kuta Beach - Bali,Beaches,5
52971,369,Kuta Beach - Bali,Beaches,5
9322,369,Kuta Beach - Bali,Beaches,5
13781,369,Kuta Beach - Bali,Beaches,3
14138,369,Kuta Beach - Bali,Beaches,5
36409,369,Kuta Beach - Bali,Beaches,5
16420,369,Kuta Beach - Bali,Beaches,4
36401,369,Kuta Beach - Bali,Beaches,4
31930,369,Kuta Beach - Bali,Beaches,3
86614,369,Kuta Beach - Bali,Beaches,4
24504,369,Kuta Beach - Bali,Beaches,4
25788,369,Kuta Beach - Bali,Beaches,3
54999,369,Kuta Beach - Bali,Beaches,4
844,369,Kuta Beach - Bali,Beaches,5
87023,369,Kuta Beach - Bali,Beaches,5
86152,369,Kuta Beach - Bali,Beaches,3
32989,369,Kuta Beach - Bali,Beaches,4
53606,369,Kuta Beach - Bali,Beaches,4
8043,369,Kuta Beach - Bali,Beaches,5
39091,369,Kuta Beach - Bali,Beaches,4
36367,369,Kuta Beach - Bali,Beaches,5
84549,369,Kuta Beach - Bali,Beaches,5
36642,369,Kuta Beach - Bali,Beaches,4
6771,369,Kuta Beach - Bali,Beaches,5
59931,369,Kuta Beach - Bali,Beaches,3
13712,369,Kuta Beach - Bali,Beaches,5
35795,369,Kuta Beach - Bali,Beaches,4
76141,369,Kuta Beach - Bali,Beaches,3
52427,369,Kuta Beach - Bali,Beaches,4
13653,369,Kuta Beach - Bali,Beaches,4
54549,369,Kuta Beach - Bali,Beaches,3
